-2	-5
9	-7
12	2
2	15
0	2
-13	1
-6	-12
2	1
3	9
2	-37
2	5
12	18
10	4
1	-1
-11	2
2	19
-9	-23
5	3
2	-5
-6	21
1	-5
11	-6
-14	-8
-9	8
2	9
3	5
-7	-8
-13	-9
-11	14
-5	-2
-18	12
-1	5
-10	14
2	-5
1	12
-7	1
-1	-1
2	-1
-4	-3
17	-12
-23	-14
6	3
-1	-1
-1	-2
-3	-21
-9	2
9	13
7	-1
-7	0
-11	-7
