-6	-3
4	-4
11	-2
1	8
-3	2
-10	-6
-6	-11
3	2
7	0
-2	-24
-2	0
1	11
3	-1
1	2
-11	1
10	18
-10	-13
4	-1
3	-5
0	8
-3	2
9	-6
-8	-12
-13	5
6	5
-3	3
2	-5
-14	-14
-14	10
-2	-1
-12	10
-1	3
-5	7
0	-4
0	13
-2	-2
1	6
8	-4
-6	2
21	-13
-16	-8
8	1
-2	0
-6	1
2	-15
-9	-2
10	11
4	-5
-4	1
-11	-3
